source	line	kind	text	feature_id	destination	disposition
first-generation-pack/.agent/checklists/preflight.md	17	bullet	[ ] Required secrets are not needed for local work.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/preflight.md	18	bullet	[ ] Local services are not assumed unless documented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/preflight.md	19	bullet	[ ] Known blockers are recorded in ExecPlan.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/preflight.md	20	bullet	[ ] Repository status reviewed with `git status --short`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	1	heading	Production Readiness Checklist	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	3	bullet	[ ] Functionality: core release scope works.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	4	bullet	[ ] Functionality: non-goals remain excluded.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	5	bullet	[ ] Tests: lint/format/typecheck/unit/integration/E2E/build/smoke pass.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	6	bullet	[ ] Tests: regression tests cover critical flows.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	7	bullet	[ ] Security: no secrets committed.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	8	bullet	[ ] Security: consent gates and command safety pass tests.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	9	bullet	[ ] Security: dependency audit reviewed.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	10	bullet	[ ] Privacy: telemetry off by default.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	11	bullet	[ ] Privacy: Local Only Lockdown verified.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	12	bullet	[ ] Privacy: diagnostic bundle preview and redaction verified.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	13	bullet	[ ] Performance: P0 benchmark fixtures run and recorded.	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	14	bullet	[ ] Performance: optional subsystem degradation verified.	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	15	bullet	[ ] Accessibility: keyboard/raw text/text-only/no-animation baseline verified.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	16	bullet	[ ] Observability: local logs/metrics/health/smoke verified.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	17	bullet	[ ] Deployment: artifacts and release flow documented.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	18	bullet	[ ] Rollback: rollback drill complete.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	19	bullet	[ ] Backups: backup/restore/export validated if persistence in scope.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	20	bullet	[ ] Docs: specs, ADRs, runbooks, release notes current.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	21	bullet	[ ] Support: incident response and diagnostic instructions safe.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/production-readiness.md	22	bullet	[ ] Final launch gate: explicit release approval obtained.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	1	heading	Release Checklist	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	3	bullet	[ ] Version selected.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	4	bullet	[ ] Changelog updated.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	5	bullet	[ ] Release notes drafted.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	6	bullet	[ ] Release candidate branch/commit clean.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	7	bullet	[ ] `./scripts/verify.sh` passes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	8	bullet	[ ] `./scripts/production-readiness-check.sh` passes for stable.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	9	bullet	[ ] Desktop artifact built.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	10	bullet	[ ] Headless artifact built.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	11	bullet	[ ] Checksums generated.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	12	bullet	[ ] Artifacts/manifests signed if release lane requires it.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	13	bullet	[ ] Signatures verified.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	14	bullet	[ ] Staging smoke test passes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	15	bullet	[ ] Local Only Lockdown default verified.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	16	bullet	[ ] Telemetry off by default verified.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	17	bullet	[ ] Rollback path verified.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	18	bullet	[ ] Known risks documented.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	19	bullet	[ ] Production deploy/publish approval obtained.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/release.md	20	bullet	[ ] Post-release monitoring plan ready.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	1	heading	Rollback Checklist	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	3	bullet	[ ] Rollback trigger identified.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	4	bullet	[ ] Rollback owner assigned.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	5	bullet	[ ] Affected version/channel identified.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	6	bullet	[ ] User data risk assessed.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	7	bullet	[ ] Secrets/privacy risk assessed.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	8	bullet	[ ] Rollback method selected: application, database, config, feature flag, update lane.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	9	bullet	[ ] Previous known-good artifact/config located.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	10	bullet	[ ] Database backup/restore plan confirmed if data affected.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	11	bullet	[ ] Rollback executed only after required approval.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	12	bullet	[ ] Verification smoke tests run.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	13	bullet	[ ] Communication prepared.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	14	bullet	[ ] Incident record opened.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	15	bullet	[ ] Postmortem scheduled.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/rollback.md	16	bullet	[ ] Regression test planned.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	1	heading	Validation Checklist	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	5	bullet	[ ] Preflight: `./scripts/preflight.sh` prints `preflight: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	6	bullet	[ ] Lint: `./scripts/lint.sh` prints `lint: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	7	bullet	[ ] Format check: `./scripts/format-check.sh` prints `format check: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	8	bullet	[ ] Typecheck/static validation: `./scripts/typecheck.sh` prints `typecheck: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	9	bullet	[ ] Unit tests: `./scripts/test-unit.sh` prints `unit tests: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	10	bullet	[ ] Integration tests: `./scripts/test-integration.sh` prints `integration tests: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	11	bullet	[ ] E2E/acceptance tests: `./scripts/test-e2e.sh` prints `e2e tests: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	12	bullet	[ ] Build: `./scripts/build.sh` prints `build: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	13	bullet	[ ] Security check: `./scripts/security-check.sh` prints `security check: ok`.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	14	bullet	[ ] Dependency audit: `./scripts/dependency-audit.sh` prints `dependency audit: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	15	bullet	[ ] Smoke test: `./scripts/smoke-test.sh` prints `smoke test: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	16	bullet	[ ] Full verify: `./scripts/verify.sh` prints `verify: ok`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/checklists/validation.md	17	bullet	[ ] Production readiness, only for release/EP-010: `./scripts/production-readiness-check.sh` prints `production readiness: ok`.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	1	heading	EP-000: Repository Discovery	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	3	heading	1. Purpose / Big Picture	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	7	heading	2. Scope	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	11	heading	3. Non-goals	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	13	bullet	No runtime feature implementation.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	14	bullet	No dependency installation beyond reading tool versions.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	15	bullet	No source scaffolding unless already present.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	16	bullet	No CI creation; discovery only.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	17	bullet	No destructive cleanup.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	19	heading	4. Context and Orientation	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	25	heading	5. Files to Read First	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	27	bullet	`AGENTS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-000-repository-discovery.md	28	bullet	`COMMANDS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
